team_id,nfl_season,nfl_week,outcome_name,observed_prediction,counterfactual_prediction,mis_value,mis_z,interval_50_low,interval_50_high,interval_90_low,interval_90_high,low_confidence_flag,model_version,data_version,generated_at
ARI,2022,1,offensive_epa_per_play,-0.047852,-0.047712,-0.000140,-1.650147,-0.001007,0.000727,-0.002255,0.001975,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ARI,2022,1,point_diff_per_game,-7.474353,-4.075357,-3.398996,-0.975398,-5.408386,-1.389606,-8.303219,1.505227,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ARI,2022,1,win_pct,0.218209,0.093691,0.124518,1.000421,0.021262,0.227774,-0.127494,0.376531,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ARI,2023,1,offensive_epa_per_play,-0.038920,-0.038269,-0.000652,-3.446505,-0.001518,0.000215,-0.002767,0.001463,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ARI,2023,1,point_diff_per_game,-5.327531,-2.739994,-2.587538,-0.000901,-4.596928,-0.578148,-7.491761,2.316685,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ARI,2023,1,win_pct,0.345404,0.151773,0.193631,1.570873,0.090375,0.296887,-0.058381,0.445643,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ARI,2024,1,offensive_epa_per_play,-0.009308,-0.009603,0.000295,-0.122156,-0.000572,0.001162,-0.001820,0.002410,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ARI,2024,1,point_diff_per_game,-0.622114,1.313481,-1.935594,0.782032,-3.944984,0.073796,-6.839817,2.968629,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ARI,2024,1,win_pct,0.208057,0.328081,-0.120024,-1.018027,-0.223281,-0.016768,-0.372037,0.131988,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ARI,2025,1,offensive_epa_per_play,-0.047766,-0.047826,0.000060,-0.946712,-0.000806,0.000927,-0.002055,0.002175,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ARI,2025,1,point_diff_per_game,-6.848989,-4.091510,-2.757478,-0.204986,-4.766868,-0.748088,-7.661701,2.146745,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ARI,2025,1,win_pct,0.036637,0.092988,-0.056351,-0.492472,-0.159608,0.046905,-0.308364,0.195661,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ARI,2026,1,offensive_epa_per_play,-0.000399,-0.000343,-0.000056,-1.356327,-0.000923,0.000810,-0.002171,0.002059,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ARI,2026,1,point_diff_per_game,0.259380,2.622998,-2.363618,0.268009,-4.373008,-0.354229,-7.267841,2.540605,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ARI,2026,1,win_pct,0.316551,0.385039,-0.068488,-0.592646,-0.171744,0.034768,-0.320500,0.183524,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ATL,2022,1,offensive_epa_per_play,-0.008787,-0.009337,0.000550,0.774017,-0.000316,0.001417,-0.001565,0.002665,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ATL,2022,1,point_diff_per_game,-1.902600,1.351172,-3.253772,-0.800995,-5.263162,-1.244382,-8.157995,1.650451,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ATL,2022,1,win_pct,0.542832,0.329720,0.213111,1.731663,0.109855,0.316367,-0.038901,0.465123,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ATL,2023,1,offensive_epa_per_play,-0.008969,-0.009603,0.000634,1.068616,-0.000232,0.001501,-0.001481,0.002749,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ATL,2023,1,point_diff_per_game,-2.662678,1.313481,-3.976159,-1.668525,-5.985549,-1.966769,-8.880382,0.928064,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ATL,2023,1,win_pct,0.396444,0.328081,0.068363,0.536917,-0.034893,0.171619,-0.183649,0.320375,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ATL,2024,1,offensive_epa_per_play,0.000432,-0.000046,0.000478,0.520394,-0.000389,0.001345,-0.001637,0.002593,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ATL,2024,1,point_diff_per_game,-0.613094,2.664998,-3.278092,-0.830202,-5.287482,-1.268702,-8.182315,1.626131,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ATL,2024,1,win_pct,0.289850,0.386866,-0.097016,-0.828118,-0.200272,0.006240,-0.349029,0.154996,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ATL,2025,1,offensive_epa_per_play,-0.009224,-0.009603,0.000380,0.175330,-0.000487,0.001246,-0.001735,0.002495,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ATL,2025,1,point_diff_per_game,-1.040905,1.313481,-2.354386,0.279096,-4.363776,-0.344996,-7.258609,2.549837,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
ATL,2025,1,win_pct,0.363907,0.328081,0.035826,0.268357,-0.067430,0.139082,-0.216186,0.287838,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-12T15:49:05Z
