"player_id","full_name","position_group","position","birth_date","rookie_year","experience_years","active_status","source","normalized_at"
"AdamRo01","Rodney Adams","offense_skill","WR","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"AjayJa00","Jay Ajayi","offense_skill","RB","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"AlbeBr20","Branden Albert","other","UNK","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"AlexD.00","DJ Alexander","defense_second_level","LB","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"AlleDw00","Dwayne Allen","offense_skill","TE","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"ApkeTr00","Troy Apke","other","UNK","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"AsiaIs00","Isaac Asiata","other","UNK","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BadeJo00","Johnson Bademosi","other","UNK","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BakeBu00","Budda Baker","other","DB","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BallKa00","Kalen Ballage","other","UNK","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BannZa00","Zach Banner","other","UNK","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BarbAl20","Allen Barbre","other","UNK","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BattIs00","Isaiah Battle","other","UNK","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BeatC.00","C.J. Beathard","offense_skill","QB","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BeckKe00","Kendell Beckwith","defense_second_level","LB","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BenjKe00","Kelvin Benjamin","offense_skill","WR","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BentJa00","Ja'Whaun Bentley","other","UNK","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BenwBe00","Bene Benwikere","other","DB","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BergTo00","Tony Bergstrom","other","UNK","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BibbKa00","Kapri Bibbs","other","UNK","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BiegVi00","Vince Biegel","defense_second_level","LB","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BisnAd00","Adam Bisnowaty","other","UNK","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BowaLu00","Luke Bowanko","other","UNK","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BrisJa00","Jacoby Brissett","offense_skill","QB","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BrooTe00","Terrence Brooks","other","DB","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BrowDu20","Duane Brown","other","UNK","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BrowJa06","Jayon Brown","defense_second_level","LB","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BrowNo00","Noah Brown","offense_skill","WR","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"BurrBe00","Ben Burr-Kirven","other","UNK","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"ButtJa00","Jake Butt","offense_skill","TE","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"CarrDe00","Derek Carrier","offense_skill","TE","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"CarrJo00","Josh Carraway","defense_second_level","LB","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"CarsCh00","Chris Carson","offense_skill","RB","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"ChesJe00","Jehu Chesson","offense_skill","WR","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"ChubNi00","Nick Chubb","other","UNK","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"CichJa00","Jack Cichy","other","UNK","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"ClarJe04","Jeremy Clark","other","DB","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
"ClayKa00","Kaelin Clay","offense_skill","WR","1900-01-01","2016","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-12T21:43:11Z"
