outcome_name,feature_name,coefficient,alpha,n_rows,trained_at
win_pct,intercept,0.43264541,1.0000,32,2026-05-15T16:25:24Z
win_pct,roster_churn_rate,-0.00013145,1.0000,32,2026-05-15T16:25:24Z
win_pct,inbound_move_count,-0.00482239,1.0000,32,2026-05-15T16:25:24Z
win_pct,outbound_move_count,-0.00213952,1.0000,32,2026-05-15T16:25:24Z
win_pct,offense_skill_value_delta,-0.00470648,1.0000,32,2026-05-15T16:25:24Z
win_pct,offense_line_value_delta,-0.00239516,1.0000,32,2026-05-15T16:25:24Z
win_pct,defense_front_value_delta,-0.00385722,1.0000,32,2026-05-15T16:25:24Z
win_pct,defense_second_level_value_delta,-0.00542873,1.0000,32,2026-05-15T16:25:24Z
win_pct,defense_secondary_value_delta,-0.00201544,1.0000,32,2026-05-15T16:25:24Z
win_pct,special_teams_value_delta,0.02541369,1.0000,32,2026-05-15T16:25:24Z
win_pct,other_value_delta,-0.00582028,1.0000,32,2026-05-15T16:25:24Z
win_pct,avg_contract_value_per_move,-0.00000003,1.0000,32,2026-05-15T16:25:24Z
win_pct,same_division_inbound_count,0.00834738,1.0000,32,2026-05-15T16:25:24Z
win_pct,cross_division_inbound_count,0.00413579,1.0000,32,2026-05-15T16:25:24Z
win_pct,cross_conference_inbound_count,0.01418681,1.0000,32,2026-05-15T16:25:24Z
win_pct,position_value_delta,0.00119039,1.0000,32,2026-05-15T16:25:24Z
win_pct,schedule_strength_index,0.40860440,1.0000,32,2026-05-15T16:25:24Z
point_diff_per_game,intercept,1.30792523,1.0000,32,2026-05-15T16:25:24Z
point_diff_per_game,roster_churn_rate,-0.00784279,1.0000,32,2026-05-15T16:25:24Z
point_diff_per_game,inbound_move_count,0.18901577,1.0000,32,2026-05-15T16:25:24Z
point_diff_per_game,outbound_move_count,-0.60450328,1.0000,32,2026-05-15T16:25:24Z
point_diff_per_game,offense_skill_value_delta,-0.19325414,1.0000,32,2026-05-15T16:25:24Z
point_diff_per_game,offense_line_value_delta,-0.02802817,1.0000,32,2026-05-15T16:25:24Z
point_diff_per_game,defense_front_value_delta,-0.10649070,1.0000,32,2026-05-15T16:25:24Z
point_diff_per_game,defense_second_level_value_delta,-0.10907600,1.0000,32,2026-05-15T16:25:24Z
point_diff_per_game,defense_secondary_value_delta,0.16934133,1.0000,32,2026-05-15T16:25:24Z
point_diff_per_game,special_teams_value_delta,-0.16755488,1.0000,32,2026-05-15T16:25:24Z
point_diff_per_game,other_value_delta,0.04657012,1.0000,32,2026-05-15T16:25:24Z
point_diff_per_game,avg_contract_value_per_move,-0.00000342,1.0000,32,2026-05-15T16:25:24Z
point_diff_per_game,same_division_inbound_count,0.59116509,1.0000,32,2026-05-15T16:25:24Z
point_diff_per_game,cross_division_inbound_count,-0.21773607,1.0000,32,2026-05-15T16:25:24Z
point_diff_per_game,cross_conference_inbound_count,0.57366458,1.0000,32,2026-05-15T16:25:24Z
point_diff_per_game,position_value_delta,-0.38849243,1.0000,32,2026-05-15T16:25:24Z
point_diff_per_game,schedule_strength_index,8.83461427,1.0000,32,2026-05-15T16:25:24Z
offensive_epa_per_play,intercept,0.00623280,1.0000,32,2026-05-15T16:25:24Z
offensive_epa_per_play,roster_churn_rate,-0.00001349,1.0000,32,2026-05-15T16:25:24Z
offensive_epa_per_play,inbound_move_count,-0.00066236,1.0000,32,2026-05-15T16:25:24Z
offensive_epa_per_play,outbound_move_count,-0.00005197,1.0000,32,2026-05-15T16:25:24Z
offensive_epa_per_play,offense_skill_value_delta,-0.00016284,1.0000,32,2026-05-15T16:25:24Z
offensive_epa_per_play,offense_line_value_delta,-0.00021098,1.0000,32,2026-05-15T16:25:24Z
offensive_epa_per_play,defense_front_value_delta,-0.00012377,1.0000,32,2026-05-15T16:25:24Z
offensive_epa_per_play,defense_second_level_value_delta,-0.00018569,1.0000,32,2026-05-15T16:25:24Z
offensive_epa_per_play,defense_secondary_value_delta,-0.00008099,1.0000,32,2026-05-15T16:25:24Z
offensive_epa_per_play,special_teams_value_delta,0.00146409,1.0000,32,2026-05-15T16:25:24Z
offensive_epa_per_play,other_value_delta,-0.00054242,1.0000,32,2026-05-15T16:25:24Z
offensive_epa_per_play,avg_contract_value_per_move,-0.00000000,1.0000,32,2026-05-15T16:25:24Z
offensive_epa_per_play,same_division_inbound_count,0.00070864,1.0000,32,2026-05-15T16:25:24Z
offensive_epa_per_play,cross_division_inbound_count,0.00045994,1.0000,32,2026-05-15T16:25:24Z
offensive_epa_per_play,cross_conference_inbound_count,0.00094518,1.0000,32,2026-05-15T16:25:24Z
offensive_epa_per_play,position_value_delta,0.00015740,1.0000,32,2026-05-15T16:25:24Z
offensive_epa_per_play,schedule_strength_index,0.06430677,1.0000,32,2026-05-15T16:25:24Z
