"team_id","nfl_season","nfl_week","games_played","wins","losses","ties","win_pct","point_diff_per_game","offensive_epa_per_play","aggregated_at"
"ARI","2017","1","14","8","6","0","0.5714","-1.2143","0.0100","2026-05-08T13:34:56Z"
"ATL","2017","1","16","10","6","0","0.6250","2.3750","0.0300","2026-05-08T13:34:56Z"
"BAL","2017","1","15","8","7","0","0.5333","5.2667","0.0100","2026-05-08T13:34:56Z"
"BUF","2017","1","15","8","7","0","0.5333","-5.1333","0.0100","2026-05-08T13:34:56Z"
"CAR","2017","1","16","11","5","0","0.6875","2.2500","0.0400","2026-05-08T13:34:56Z"
"CHI","2017","1","16","5","11","0","0.3125","-3.5000","-0.0200","2026-05-08T13:34:56Z"
"CIN","2017","1","16","7","9","0","0.4375","-3.6875","0.0000","2026-05-08T13:34:56Z"
"CLE","2017","1","16","0","16","0","0.0000","-11.0000","-0.0700","2026-05-08T13:34:56Z"
"DAL","2017","1","14","8","6","0","0.5714","1.7143","0.0100","2026-05-08T13:34:56Z"
"DEN","2017","1","14","4","10","0","0.2857","-6.5714","-0.0300","2026-05-08T13:34:56Z"
"DET","2017","1","16","9","7","0","0.5625","2.1250","0.0200","2026-05-08T13:34:56Z"
"GB","2017","1","16","7","9","0","0.4375","-4.0000","0.0000","2026-05-08T13:34:56Z"
"HOU","2017","1","15","4","11","0","0.2667","-4.8000","-0.0300","2026-05-08T13:34:56Z"
"IND","2017","1","15","4","11","0","0.2667","-6.9333","-0.0300","2026-05-08T13:34:56Z"
"JAX","2017","1","15","10","5","0","0.6667","10.6000","0.0300","2026-05-08T13:34:56Z"
"KC","2017","1","14","9","5","0","0.6429","4.7143","0.0200","2026-05-08T13:34:56Z"
"LAC","2017","1","14","7","7","0","0.5000","4.4286","0.0000","2026-05-08T13:34:56Z"
"LAR","2017","1","0","0","0","0","0.0000","0.0000","-0.0700","2026-05-08T13:34:56Z"
"LV","2017","1","0","0","0","0","0.0000","0.0000","-0.0700","2026-05-08T13:34:56Z"
"MIA","2017","1","15","6","9","0","0.4000","-7.2667","-0.0100","2026-05-08T13:34:56Z"
"MIN","2017","1","15","12","3","0","0.8000","7.5333","0.0500","2026-05-08T13:34:56Z"
"NE","2017","1","15","12","3","0","0.8000","9.1333","0.0500","2026-05-08T13:34:56Z"
"NO","2017","1","15","11","4","0","0.7333","8.5333","0.0400","2026-05-08T13:34:56Z"
"NYG","2017","1","14","3","11","0","0.2143","-7.2143","-0.0400","2026-05-08T13:34:56Z"
"NYJ","2017","1","15","5","10","0","0.3333","-3.9333","-0.0200","2026-05-08T13:34:56Z"
"PHI","2017","1","14","11","3","0","0.7857","10.3571","0.0400","2026-05-08T13:34:56Z"
"PIT","2017","1","16","13","3","0","0.8125","6.1250","0.0600","2026-05-08T13:34:56Z"
"SEA","2017","1","14","8","6","0","0.5714","4.5000","0.0100","2026-05-08T13:34:56Z"
"SF","2017","1","14","5","9","0","0.3571","-5.0714","-0.0200","2026-05-08T13:34:56Z"
"TB","2017","1","16","5","11","0","0.3125","-2.9375","-0.0200","2026-05-08T13:34:56Z"
"TEN","2017","1","14","9","5","0","0.6429","-0.5714","0.0200","2026-05-08T13:34:56Z"
"WAS","2017","1","14","5","9","0","0.3571","-5.0000","-0.0200","2026-05-08T13:34:56Z"
