outcome_name,feature_name,coefficient,alpha,n_rows,trained_at
win_pct,intercept,0.39557085,1.0000,320,2026-05-18T15:20:39Z
win_pct,roster_churn_rate,0.00025279,1.0000,320,2026-05-18T15:20:39Z
win_pct,inbound_move_count,0.00380067,1.0000,320,2026-05-18T15:20:39Z
win_pct,outbound_move_count,0.00949496,1.0000,320,2026-05-18T15:20:39Z
win_pct,offense_skill_value_delta,-0.00327896,1.0000,320,2026-05-18T15:20:39Z
win_pct,offense_line_value_delta,-0.00070185,1.0000,320,2026-05-18T15:20:39Z
win_pct,defense_front_value_delta,-0.00211128,1.0000,320,2026-05-18T15:20:39Z
win_pct,defense_second_level_value_delta,-0.00115316,1.0000,320,2026-05-18T15:20:39Z
win_pct,defense_secondary_value_delta,-0.00387413,1.0000,320,2026-05-18T15:20:39Z
win_pct,special_teams_value_delta,0.02097188,1.0000,320,2026-05-18T15:20:39Z
win_pct,other_value_delta,-0.00573315,1.0000,320,2026-05-18T15:20:39Z
win_pct,avg_contract_value_per_move,-0.00000003,1.0000,320,2026-05-18T15:20:39Z
win_pct,same_division_inbound_count,-0.00718317,1.0000,320,2026-05-18T15:20:39Z
win_pct,cross_division_inbound_count,-0.00698938,1.0000,320,2026-05-18T15:20:39Z
win_pct,cross_conference_inbound_count,-0.00517462,1.0000,320,2026-05-18T15:20:39Z
win_pct,position_value_delta,0.00411936,1.0000,320,2026-05-18T15:20:39Z
win_pct,schedule_strength_index,0.45170530,1.0000,320,2026-05-18T15:20:39Z
point_diff_per_game,intercept,2.37161455,1.0000,320,2026-05-18T15:20:39Z
point_diff_per_game,roster_churn_rate,-0.00627438,1.0000,320,2026-05-18T15:20:39Z
point_diff_per_game,inbound_move_count,-0.19319228,1.0000,320,2026-05-18T15:20:39Z
point_diff_per_game,outbound_move_count,-0.14060760,1.0000,320,2026-05-18T15:20:39Z
point_diff_per_game,offense_skill_value_delta,-0.02995409,1.0000,320,2026-05-18T15:20:39Z
point_diff_per_game,offense_line_value_delta,0.08229022,1.0000,320,2026-05-18T15:20:39Z
point_diff_per_game,defense_front_value_delta,-0.13370724,1.0000,320,2026-05-18T15:20:39Z
point_diff_per_game,defense_second_level_value_delta,-0.03415790,1.0000,320,2026-05-18T15:20:39Z
point_diff_per_game,defense_secondary_value_delta,0.03640024,1.0000,320,2026-05-18T15:20:39Z
point_diff_per_game,special_teams_value_delta,0.17124796,1.0000,320,2026-05-18T15:20:39Z
point_diff_per_game,other_value_delta,-0.12754929,1.0000,320,2026-05-18T15:20:39Z
point_diff_per_game,avg_contract_value_per_move,0.00000002,1.0000,320,2026-05-18T15:20:39Z
point_diff_per_game,same_division_inbound_count,0.24687622,1.0000,320,2026-05-18T15:20:39Z
point_diff_per_game,cross_division_inbound_count,0.17411161,1.0000,320,2026-05-18T15:20:39Z
point_diff_per_game,cross_conference_inbound_count,0.19869578,1.0000,320,2026-05-18T15:20:39Z
point_diff_per_game,position_value_delta,-0.03543010,1.0000,320,2026-05-18T15:20:39Z
point_diff_per_game,schedule_strength_index,10.46891604,1.0000,320,2026-05-18T15:20:39Z
offensive_epa_per_play,intercept,0.00093455,1.0000,320,2026-05-18T15:20:39Z
offensive_epa_per_play,roster_churn_rate,-0.00000407,1.0000,320,2026-05-18T15:20:39Z
offensive_epa_per_play,inbound_move_count,-0.00012426,1.0000,320,2026-05-18T15:20:39Z
offensive_epa_per_play,outbound_move_count,-0.00009191,1.0000,320,2026-05-18T15:20:39Z
offensive_epa_per_play,offense_skill_value_delta,-0.00002006,1.0000,320,2026-05-18T15:20:39Z
offensive_epa_per_play,offense_line_value_delta,0.00000032,1.0000,320,2026-05-18T15:20:39Z
offensive_epa_per_play,defense_front_value_delta,0.00003828,1.0000,320,2026-05-18T15:20:39Z
offensive_epa_per_play,defense_second_level_value_delta,0.00001839,1.0000,320,2026-05-18T15:20:39Z
offensive_epa_per_play,defense_secondary_value_delta,0.00002110,1.0000,320,2026-05-18T15:20:39Z
offensive_epa_per_play,special_teams_value_delta,-0.00008651,1.0000,320,2026-05-18T15:20:39Z
offensive_epa_per_play,other_value_delta,-0.00000714,1.0000,320,2026-05-18T15:20:39Z
offensive_epa_per_play,avg_contract_value_per_move,-0.00000000,1.0000,320,2026-05-18T15:20:39Z
offensive_epa_per_play,same_division_inbound_count,0.00029708,1.0000,320,2026-05-18T15:20:39Z
offensive_epa_per_play,cross_division_inbound_count,0.00017129,1.0000,320,2026-05-18T15:20:39Z
offensive_epa_per_play,cross_conference_inbound_count,0.00015994,1.0000,320,2026-05-18T15:20:39Z
offensive_epa_per_play,position_value_delta,-0.00003562,1.0000,320,2026-05-18T15:20:39Z
offensive_epa_per_play,schedule_strength_index,0.07413450,1.0000,320,2026-05-18T15:20:39Z
