team_id,nfl_season,nfl_week,games_played,wins,losses,ties,win_pct,point_diff_per_game,offensive_epa_per_play,aggregated_at
ARI,2017,1,14,8,6,0,0.5714,-1.2143,0.0100,2026-05-08T13:34:56Z
ATL,2017,1,16,10,6,0,0.6250,2.3750,0.0300,2026-05-08T13:34:56Z
BAL,2017,1,15,8,7,0,0.5333,5.2667,0.0100,2026-05-08T13:34:56Z
BUF,2017,1,15,8,7,0,0.5333,-5.1333,0.0100,2026-05-08T13:34:56Z
CAR,2017,1,16,11,5,0,0.6875,2.2500,0.0400,2026-05-08T13:34:56Z
CHI,2017,1,16,5,11,0,0.3125,-3.5000,-0.0200,2026-05-08T13:34:56Z
CIN,2017,1,16,7,9,0,0.4375,-3.6875,0.0000,2026-05-08T13:34:56Z
CLE,2017,1,16,0,16,0,0.0000,-11.0000,-0.0700,2026-05-08T13:34:56Z
DAL,2017,1,14,8,6,0,0.5714,1.7143,0.0100,2026-05-08T13:34:56Z
DEN,2017,1,14,4,10,0,0.2857,-6.5714,-0.0300,2026-05-08T13:34:56Z
DET,2017,1,16,9,7,0,0.5625,2.1250,0.0200,2026-05-08T13:34:56Z
GB,2017,1,16,7,9,0,0.4375,-4.0000,0.0000,2026-05-08T13:34:56Z
HOU,2017,1,15,4,11,0,0.2667,-4.8000,-0.0300,2026-05-08T13:34:56Z
IND,2017,1,15,4,11,0,0.2667,-6.9333,-0.0300,2026-05-08T13:34:56Z
JAX,2017,1,15,10,5,0,0.6667,10.6000,0.0300,2026-05-08T13:34:56Z
KC,2017,1,14,9,5,0,0.6429,4.7143,0.0200,2026-05-08T13:34:56Z
LAC,2017,1,14,7,7,0,0.5000,4.4286,0.0000,2026-05-08T13:34:56Z
LAR,2017,1,0,0,0,0,0.0000,0.0000,-0.0700,2026-05-08T13:34:56Z
LV,2017,1,0,0,0,0,0.0000,0.0000,-0.0700,2026-05-08T13:34:56Z
MIA,2017,1,15,6,9,0,0.4000,-7.2667,-0.0100,2026-05-08T13:34:56Z
MIN,2017,1,15,12,3,0,0.8000,7.5333,0.0500,2026-05-08T13:34:56Z
NE,2017,1,15,12,3,0,0.8000,9.1333,0.0500,2026-05-08T13:34:56Z
NO,2017,1,15,11,4,0,0.7333,8.5333,0.0400,2026-05-08T13:34:56Z
NYG,2017,1,14,3,11,0,0.2143,-7.2143,-0.0400,2026-05-08T13:34:56Z
NYJ,2017,1,15,5,10,0,0.3333,-3.9333,-0.0200,2026-05-08T13:34:56Z
PHI,2017,1,14,11,3,0,0.7857,10.3571,0.0400,2026-05-08T13:34:56Z
PIT,2017,1,16,13,3,0,0.8125,6.1250,0.0600,2026-05-08T13:34:56Z
SEA,2017,1,14,8,6,0,0.5714,4.5000,0.0100,2026-05-08T13:34:56Z
SF,2017,1,14,5,9,0,0.3571,-5.0714,-0.0200,2026-05-08T13:34:56Z
TB,2017,1,16,5,11,0,0.3125,-2.9375,-0.0200,2026-05-08T13:34:56Z
TEN,2017,1,14,9,5,0,0.6429,-0.5714,0.0200,2026-05-08T13:34:56Z
WAS,2017,1,14,5,9,0,0.3571,-5.0000,-0.0200,2026-05-08T13:34:56Z
ARI,2018,1,13,3,10,0,0.2308,-10.9231,-0.0403,2026-05-08T13:34:59Z
ATL,2018,1,16,7,9,0,0.4375,-0.5625,-0.0003,2026-05-08T13:34:59Z
BAL,2018,1,15,9,6,0,0.6000,5.6667,0.0197,2026-05-08T13:34:59Z
BUF,2018,1,16,6,10,0,0.3750,-6.5625,-0.0103,2026-05-08T13:34:59Z
CAR,2018,1,16,7,9,0,0.4375,-0.3750,-0.0003,2026-05-08T13:34:59Z
CHI,2018,1,15,11,4,0,0.7333,8.6000,0.0397,2026-05-08T13:34:59Z
CIN,2018,1,15,5,10,0,0.3333,-6.7333,-0.0203,2026-05-08T13:34:59Z
CLE,2018,1,15,7,7,1,0.5000,-2.0000,0.0047,2026-05-08T13:34:59Z
DAL,2018,1,16,10,6,0,0.6250,0.9375,0.0297,2026-05-08T13:34:59Z
DEN,2018,1,13,5,8,0,0.3846,-0.3846,-0.0203,2026-05-08T13:34:59Z
DET,2018,1,15,6,9,0,0.4000,-1.4667,-0.0103,2026-05-08T13:34:59Z
GB,2018,1,15,6,8,1,0.4333,-1.4667,-0.0053,2026-05-08T13:34:59Z
HOU,2018,1,16,11,5,0,0.6875,5.3750,0.0397,2026-05-08T13:34:59Z
IND,2018,1,15,9,6,0,0.6000,5.0000,0.0197,2026-05-08T13:34:59Z
JAX,2018,1,16,5,11,0,0.3125,-4.4375,-0.0203,2026-05-08T13:34:59Z
KC,2018,1,13,10,3,0,0.7692,8.3077,0.0297,2026-05-08T13:34:59Z
LAC,2018,1,13,10,3,0,0.7692,6.2308,0.0297,2026-05-08T13:34:59Z
LAR,2018,1,0,0,0,0,0.0000,0.0000,-0.0703,2026-05-08T13:34:59Z
LV,2018,1,0,0,0,0,0.0000,0.0000,-0.0703,2026-05-08T13:34:59Z
MIA,2018,1,15,6,9,0,0.4000,-8.1333,-0.0103,2026-05-08T13:34:59Z
MIN,2018,1,15,8,6,1,0.5667,1.7333,0.0147,2026-05-08T13:34:59Z
NE,2018,1,16,11,5,0,0.6875,6.9375,0.0397,2026-05-08T13:34:59Z
NO,2018,1,15,12,3,0,0.8000,9.4000,0.0497,2026-05-08T13:34:59Z
NYG,2018,1,16,5,11,0,0.3125,-2.6875,-0.0203,2026-05-08T13:34:59Z
NYJ,2018,1,16,4,12,0,0.2500,-6.7500,-0.0303,2026-05-08T13:34:59Z
PHI,2018,1,15,8,7,0,0.5333,0.8000,0.0097,2026-05-08T13:34:59Z
PIT,2018,1,15,9,5,1,0.6333,4.7333,0.0247,2026-05-08T13:34:59Z
SEA,2018,1,13,9,4,0,0.6923,4.9231,0.0197,2026-05-08T13:34:59Z
SF,2018,1,13,3,10,0,0.2308,-6.0769,-0.0403,2026-05-08T13:34:59Z
TB,2018,1,16,5,11,0,0.3125,-4.2500,-0.0203,2026-05-08T13:34:59Z
TEN,2018,1,16,9,7,0,0.5625,0.4375,0.0197,2026-05-08T13:34:59Z
WAS,2018,1,16,7,9,0,0.4375,-4.8750,-0.0003,2026-05-08T13:34:59Z
ARI,2019,1,14,5,8,1,0.3929,-3.3571,-0.0150,2026-05-08T13:35:02Z
ATL,2019,1,15,7,8,0,0.4667,0.6000,0.0000,2026-05-08T13:35:02Z
BAL,2019,1,15,13,2,0,0.8667,14.0000,0.0600,2026-05-08T13:35:02Z
BUF,2019,1,16,10,6,0,0.6250,3.4375,0.0300,2026-05-08T13:35:02Z
CAR,2019,1,15,5,10,0,0.3333,-8.4667,-0.0200,2026-05-08T13:35:02Z
CHI,2019,1,14,8,6,0,0.5714,-0.3571,0.0100,2026-05-08T13:35:02Z
CIN,2019,1,14,2,12,0,0.1429,-8.5714,-0.0500,2026-05-08T13:35:02Z
CLE,2019,1,15,6,9,0,0.4000,-3.4000,-0.0100,2026-05-08T13:35:02Z
