team,player,transaction_type,transaction_date,notes,source_url,import_method,imported_at
"ARI","Dante Lewis","Signed","2023-03-13","Veteran WR added","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"ARI","Miles Carter","Released","2023-03-09","Cap move","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"ATL","Evan Scott","Signed","2023-03-12","Depth CB signing","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"ATL","Caleb Moore","Re-signed","2023-03-08","Special teams LB retained","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"BAL","Isaiah King","Signed","2023-03-14","Edge rusher added","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"BAL","Jalen Brooks","Released","2023-03-07","Veteran S released","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"BUF","Owen Turner","Signed","2023-03-15","Interior OL depth","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"BUF","Isaac Reed","Released","2023-03-10","WR released","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"CAR","Miles Johnson","Signed","2023-03-12","Slot WR added","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"CAR","Evan Price","Re-signed","2023-03-09","Backup OT retained","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"CHI","Caleb White","Signed","2023-03-15","Veteran safety signed","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"CHI","Dante Harris","Released","2023-03-11","RB released","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"CIN","Isaiah Moore","Signed","2023-03-13","Rotational DT added","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"CIN","Miles Carter","Re-signed","2023-03-10","Nickel CB retained","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"CLE","Evan Lewis","Signed","2023-03-14","TE added","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"CLE","Jalen Scott","Released","2023-03-08","Veteran RB released","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"DAL","Caleb Johnson","Signed","2023-03-12","Edge depth signing","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"DAL","Isaiah Brooks","Re-signed","2023-03-07","Core special teamer retained","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"DEN","Miles Turner","Signed","2023-03-13","Veteran CB added","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"DEN","Evan Carter","Released","2023-03-09","DL released","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"DET","Isaiah Reed","Signed","2023-03-14","RB added","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"DET","Miles Moore","Re-signed","2023-03-08","Backup QB retained","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"GB","Evan King","Signed","2023-03-11","Slot CB signing","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"GB","Caleb Lewis","Released","2023-03-07","Veteran TE released","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"HOU","Jalen Carter","Signed","2023-03-12","WR added","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"HOU","Isaiah Scott","Re-signed","2023-03-09","Interior DL retained","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"IND","Miles Brooks","Signed","2023-03-13","LB added","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"IND","Evan White","Released","2023-03-10","CB released","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"JAX","Caleb Turner","Signed","2023-03-14","WR signing","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"JAX","Miles Carter","Re-signed","2023-03-08","Backup S retained","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"KC","Isaiah Moore","Signed","2023-03-12","Rotational edge rusher","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"KC","Evan Brooks","Released","2023-03-07","Veteran OL released","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"LV","Jalen King","Signed","2023-03-13","CB added","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"LV","Caleb Scott","Re-signed","2023-03-08","WR retained","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"LAC","Miles Johnson","Signed","2023-03-14","Safety added","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"LAC","Isaiah Carter","Released","2023-03-09","DL released","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"LAR","Evan Moore","Signed","2023-03-11","OT signing","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"LAR","Miles Reed","Re-signed","2023-03-08","CB retained","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"MIA","Caleb Lewis","Signed","2023-03-12","Speed WR added","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"MIA","Evan King","Released","2023-03-07","Veteran LB released","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"MIN","Isaiah White","Signed","2023-03-13","Interior OL depth","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"MIN","Jalen Moore","Re-signed","2023-03-08","TE retained","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"NE","Miles Turner","Signed","2023-03-14","CB added","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"NE","Isaiah Brooks","Released","2023-03-10","WR released","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"NO","Evan Carter","Signed","2023-03-12","DL depth","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"NO","Caleb Johnson","Re-signed","2023-03-08","Backup QB retained","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"NYG","Isaiah Moore","Signed","2023-03-13","CB added","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"NYG","Miles Scott","Released","2023-03-09","RB released","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"NYJ","Evan Lewis","Signed","2023-03-14","Edge rusher signing","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"NYJ","Caleb White","Re-signed","2023-03-08","Slot WR retained","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"PHI","Jalen Carter","Signed","2023-03-11","Safety added","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"PHI","Isaiah King","Released","2023-03-07","OL released","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"PIT","Miles Johnson","Signed","2023-03-12","LB added","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"PIT","Evan Moore","Re-signed","2023-03-08","Special teamer retained","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"SEA","Caleb Lewis","Signed","2023-03-13","WR added","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"SEA","Isaiah Reed","Released","2023-03-09","CB released","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"SF","Evan Scott","Signed","2023-03-14","DL depth","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"SF","Miles Carter","Re-signed","2023-03-08","TE retained","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"TB","Isaiah Moore","Signed","2023-03-11","CB added","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"TB","Jalen Brooks","Released","2023-03-07","WR released","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"TEN","Miles Turner","Signed","2023-03-12","RB added","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"TEN","Evan Carter","Re-signed","2023-03-08","OL retained","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"WAS","Caleb Johnson","Signed","2023-03-13","Edge rusher signing","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
"WAS","Isaiah White","Released","2023-03-09","S released","https://www.nfl.com/transactions","manual","2023-03-20T00:00:00Z"
