player,position,team,from_team,contract_aav,contract_total,contract_years,age,height,weight,experience,college,draft_year,draft_round,draft_pick,pfr_slug,source_url,import_method,imported_at
Brycen Hopkins,TE,,HOU,987033,3948132,4,,,,0,,,,,HopkBr01,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Sam Sloman,K,,HOU,842623,3370492,4,,,,0,,,,,SlomSa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Tremayne Anchrum,,,HOU,842623,3370492,4,,,,,,,,,AnchTr00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Van Jefferson,WR,,HOU,1402785,5611140,4,,,,0,,,,,JeffVa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Andre Patton,WR,ARI,LAC,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Angelo Blackson,DL,ARI,HOU,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
B.W. Webb,CB,ARI,CIN,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
De'Vondre Campbell,LB,ARI,ATL,6000000,6000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
DeAndre Hopkins,WR,ARI,HOU,27250000,54500000,2,,,,7,,,,,HopkDe00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Devon Kennard,OLB,ARI,DET,6666667,20000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Dre Kirkpatrick,CB,ARI,CIN,1050000,1050000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Dylan Cantrell,WR,ARI,LAC,675000,675000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Johnathan Joseph,CB,ARI,TEN,0,0,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Jordan Phillips,ED,ARI,BUF,10000000,30000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Kelvin Beachum,LT/T,ARI,NYJ,1187500,1187500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Ken Crawley,CB,ARI,LV,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Kentrell Brice,S,ARI,CHI,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Koda Martin,G,ARI,LAC,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Markus Golden,LB,ARI,NYG,4097500,4097500,1,,,,5,,,,,GoldMa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Rashard Lawrence,DL,ARI,HOU,994771,3979084,4,,,,0,,,,,LawrRa01,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Trevon Coley,DL,ARI,IND,825000,825000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Ben Bredeson,,ATL,BAL,947350,3789400,4,,,,,,,,,BredBe00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Charles Harris,DL,ATL,MIA,2710994,10843976,4,,,,3,,,,,HarrCh03,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Dante Fowler Jr.,ED,ATL,LAR,15000000,45000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Darqueze Dennard,CB,ATL,CIN,1010000,1010000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Deone Bucannon,ILB,ATL,NYG,910000,910000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Hayden Hurst,TE,ATL,BAL,2759008,11036032,4,,,,2,,,,,HursHa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Justin McCray,G,ATL,CLE,1075000,1075000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Ka’John Armstrong,T,ATL,DEN,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Kyle Lauletta,QB,ATL,PHI,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
LaRoy Reynolds,ILB,ATL,CIN,1050000,1050000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Laquon Treadwell,WR,ATL,MIN,910000,910000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Todd Gurley,RB,ATL,LAR,5500000,5500000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Calais Campbell,DL,BAL,JAX,15000000,60000000,4,,,,12,,,,,CampCa99,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
D.J. Fluker,G/RT,BAL,SEA,1075000,1075000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Daniel Thomas,DB,BAL,ATL,903029,3612116,4,,,,0,,,,,ThomDa07,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Derek Wolfe,DE,BAL,DEN,3000000,3000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Geno Stone,DB,BAL,MIN,850539,3402156,4,,,,0,,,,,StonGe00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
J.K. Dobbins,RB,BAL,ATL,1432360,5729438,4,,,,0,,,,,DobbJK00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Jake Ryan,ILB,BAL,JAX,985000,985000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
James Proche,WR,BAL,MIN,865775,3463100,4,,,,0,,,,,ProcJa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Justin Madubuike,DL,BAL,NE,1213328,4853310,4,,,,0,,,,,MaduJu00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Kenjon Barner,RB,BAL,ATL,910000,910000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Malik Harrison,LB,BAL,NE,1084234,4336935,4,,,,0,,,,,HarrMa06,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Tramon Williams,CB,BAL,GB,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Yannick Ngakoue,DL,BAL,MIN,17788000,17788000,1,,,,4,,,,,NgakYa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Zach Davidson,,BAL,PIT,,,,,,,,,,,,DaviZa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
A.J. Klein,LB,BUF,NO,6000000,18000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Akeem King,CB,BUF,SEA,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Andre Smith,LB,BUF,CAR,1070000,1070000,1,,,,2,,,,,SmitAn04,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Brian Allen,CB,BUF,SEA,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Dane Jackson,DB,BUF,MIN,844076,3376304,4,,,,0,,,,,JackDa02,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Daryl Williams,RT,BUF,CAR,2250000,2250000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Evan Boehm,C,BUF,MIA,1035000,1035000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Josh Norman,CB,BUF,WAS,6000000,6000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Justin Zimmer,DL,BUF,CLE,750000,750000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Lac Edwards,P,BUF,NYJ,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Mario Addison,DE,BUF,CAR,10150000,30450000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Niles Scott,DT,BUF,CIN,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Quinton Jefferson,DL,BUF,SEA,6750000,13500000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Stefon Diggs,WR,BUF,MIN,14400000,72000000,5,,,,5,,,,,DiggSt00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Taiwan Jones,RB,BUF,HOU,1750000,1750000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Tanzel Smart,DL,BUF,LAR,825000,825000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Tyler Matakevich,LB,BUF,PIT,3550000,7100000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Vernon Butler,DL,BUF,CAR,7500000,15000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Adarius Taylor,ILB,CAR,CLE,910000,910000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Alton Robinson,DL,CAR,WAS,911586,3646344,4,,,,0,,,,,RobiAl03,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Eli Apple,CB,CAR,NO,3000000,3000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
James Onwualu,OLB,CAR,JAX,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Jeremy Chinn,DB,CAR,SEA,1310369,5241474,4,,,,0,,,,,ChinJe00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
John Miller,G,CAR,CIN,4000000,4000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Julian Stanford,OLB,CAR,BUF,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Juston Burris,S/CB,CAR,CLE,4000000,8000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Keith Kirkwood,WR,CAR,NO,800000,800000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Michael Schofield,G/T,CAR,LAC,1500000,1500000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Pharoh Cooper,WR,CAR,ARI,1210000,1210000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Robbie Chosen,WR,CAR,NYJ,10000000,20000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Russell Okung,,CAR,LAC,13250000,53000000,4,,,,,,,,,OkunRu20,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Seth Devalve,TE,CAR,JAX,1047500,1047500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Seth Roberts,WR,CAR,BAL,3750000,3750000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Stephen Weatherly,ED,CAR,MIN,6250000,12500000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Tahir Whitehead,LB,CAR,LV,2500000,2500000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Teddy Bridgewater,QB,CAR,NO,21000000,63000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Zach Kerr,DE,CAR,ARI,1500000,3000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Anthony Rush,DT,CHI,SEA,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Artie Burns,CB,CHI,PIT,1047500,1047500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Barkevious Mingo,OLB,CHI,HOU,1187500,1187500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Darnell Mooney,WR,CHI,PHI,894262,3577048,4,,,,0,,,,,MoonDa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Demetrius Harris,TE,CHI,CLE,1650000,1650000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Germain Ifedi,RT,CHI,SEA,1047500,1047500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Jason Spriggs,T,CHI,GB,825000,825000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Jimmy Graham,TE,CHI,GB,8000000,16000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Jordan Lucas,S,CHI,KC,1000000,1000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Lachavious Simmons,,CHI,PHI,848524,3394096,4,,,,,,,,,SimmLa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Mario Edwards,ED,CHI,NO,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Marqui Christian,S,CHI,LAR,910000,910000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Nick Foles,QB,CHI,JAX,22000000,88000000,4,,,,8,,,,,FoleNi00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Robert Quinn,ED,CHI,DAL,14000000,70000000,5,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
