team,total_fa_spending,cap_space,dead_money,source_url,import_method,imported_at
ARI,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
ATL,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
BAL,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
BUF,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
CAR,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
CHI,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
CIN,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
CLE,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
DAL,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
DEN,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
DET,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
GB,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
HOU,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
IND,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
JAX,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
KC,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
LV,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
LAC,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
LAR,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
MIA,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
MIN,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
NE,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
NO,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
NYG,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
NYJ,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
PHI,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
PIT,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
SEA,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
SF,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
TB,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
TEN,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
WAS,0,,,https://github.com/nflverse/nflverse-data/releases/download/contracts/historical_contracts.csv.gz,nflverse_contracts,2026-05-18T15:18:51Z
