"team_id","nfl_season","nfl_week","games_played","wins","losses","ties","win_pct","point_diff_per_game","offensive_epa_per_play","aggregated_at"
"ARI","2021","1","15","10","5","0","0.6667","4.8667","0.0203","2026-05-08T18:54:30Z"
"ATL","2021","1","17","7","10","0","0.4118","-8.5882","-0.0097","2026-05-08T18:54:30Z"
"BAL","2021","1","16","8","8","0","0.5000","-0.2500","0.0003","2026-05-08T18:54:30Z"
"BUF","2021","1","17","11","6","0","0.6471","11.4118","0.0303","2026-05-08T18:54:30Z"
"CAR","2021","1","17","5","12","0","0.2941","-5.8824","-0.0297","2026-05-08T18:54:30Z"
"CHI","2021","1","16","6","10","0","0.3750","-4.7500","-0.0197","2026-05-08T18:54:30Z"
"CIN","2021","1","17","10","7","0","0.5882","4.9412","0.0203","2026-05-08T18:54:30Z"
"CLE","2021","1","17","8","9","0","0.4706","-1.2941","0.0003","2026-05-08T18:54:30Z"
"DAL","2021","1","17","12","5","0","0.7059","10.1176","0.0403","2026-05-08T18:54:30Z"
"DEN","2021","1","17","7","10","0","0.4118","0.7647","-0.0097","2026-05-08T18:54:30Z"
"DET","2021","1","16","3","12","1","0.2188","-8.3125","-0.0447","2026-05-08T18:54:30Z"
"GB","2021","1","16","12","4","0","0.7500","4.4375","0.0403","2026-05-08T18:54:30Z"
"HOU","2021","1","16","4","12","0","0.2500","-9.7500","-0.0397","2026-05-08T18:54:30Z"
"IND","2021","1","16","9","7","0","0.5625","5.5625","0.0103","2026-05-08T18:54:30Z"
"JAX","2021","1","16","3","13","0","0.1875","-10.8750","-0.0497","2026-05-08T18:54:30Z"
"KC","2021","1","17","12","5","0","0.7059","6.8235","0.0403","2026-05-08T18:54:30Z"
"LAC","2021","1","17","9","8","0","0.5294","0.8824","0.0103","2026-05-08T18:54:30Z"
"LAR","2021","1","0","0","0","0","0.0000","0.0000","-0.0797","2026-05-08T18:54:30Z"
"LV","2021","1","17","10","7","0","0.5882","-3.8235","0.0203","2026-05-08T18:54:30Z"
"MIA","2021","1","17","9","8","0","0.5294","-1.8824","0.0103","2026-05-08T18:54:30Z"
"MIN","2021","1","16","8","8","0","0.5000","0.3750","0.0003","2026-05-08T18:54:30Z"
"NE","2021","1","17","10","7","0","0.5882","9.3529","0.0203","2026-05-08T18:54:30Z"
"NO","2021","1","17","9","8","0","0.5294","1.7059","0.0103","2026-05-08T18:54:30Z"
"NYG","2021","1","16","4","12","0","0.2500","-8.1875","-0.0397","2026-05-08T18:54:30Z"
"NYJ","2021","1","17","4","13","0","0.2353","-11.4118","-0.0397","2026-05-08T18:54:30Z"
"PHI","2021","1","17","9","8","0","0.5294","3.4706","0.0103","2026-05-08T18:54:30Z"
"PIT","2021","1","17","9","7","1","0.5588","-3.2353","0.0153","2026-05-08T18:54:30Z"
"SEA","2021","1","15","7","8","0","0.4667","3.2000","-0.0097","2026-05-08T18:54:30Z"
"SF","2021","1","15","8","7","0","0.5333","2.5333","0.0003","2026-05-08T18:54:30Z"
"TB","2021","1","16","13","3","0","0.8125","10.5000","0.0503","2026-05-08T18:54:30Z"
"TEN","2021","1","16","11","5","0","0.6875","3.3125","0.0303","2026-05-08T18:54:30Z"
"WAS","2021","1","17","7","10","0","0.4118","-5.8235","-0.0097","2026-05-08T18:54:30Z"
