outcome_name,feature_name,coefficient,alpha,n_rows,trained_at
win_pct,intercept,0.44307961,1.0000,32,2026-05-18T15:20:38Z
win_pct,roster_churn_rate,-0.00023722,1.0000,32,2026-05-18T15:20:38Z
win_pct,inbound_move_count,-0.03158231,1.0000,32,2026-05-18T15:20:38Z
win_pct,outbound_move_count,0.01901278,1.0000,32,2026-05-18T15:20:38Z
win_pct,offense_skill_value_delta,-0.00527611,1.0000,32,2026-05-18T15:20:38Z
win_pct,offense_line_value_delta,0.00912073,1.0000,32,2026-05-18T15:20:38Z
win_pct,defense_front_value_delta,0.00452066,1.0000,32,2026-05-18T15:20:38Z
win_pct,defense_second_level_value_delta,0.00356307,1.0000,32,2026-05-18T15:20:38Z
win_pct,defense_secondary_value_delta,-0.00500340,1.0000,32,2026-05-18T15:20:38Z
win_pct,special_teams_value_delta,0.00414282,1.0000,32,2026-05-18T15:20:38Z
win_pct,other_value_delta,-0.00089601,1.0000,32,2026-05-18T15:20:38Z
win_pct,avg_contract_value_per_move,0.00000000,1.0000,32,2026-05-18T15:20:38Z
win_pct,same_division_inbound_count,0.00964224,1.0000,32,2026-05-18T15:20:38Z
win_pct,cross_division_inbound_count,0.01817395,1.0000,32,2026-05-18T15:20:38Z
win_pct,cross_conference_inbound_count,0.01366282,1.0000,32,2026-05-18T15:20:38Z
win_pct,position_value_delta,0.01017176,1.0000,32,2026-05-18T15:20:38Z
win_pct,schedule_strength_index,0.39130354,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,intercept,-0.54838899,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,roster_churn_rate,-0.03218259,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,inbound_move_count,-2.37944077,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,outbound_move_count,0.67368031,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,offense_skill_value_delta,-0.66022705,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,offense_line_value_delta,-0.01958131,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,defense_front_value_delta,0.32100927,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,defense_second_level_value_delta,-0.29939066,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,defense_secondary_value_delta,-0.19129599,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,special_teams_value_delta,1.80711278,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,other_value_delta,-0.25124507,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,avg_contract_value_per_move,0.00000087,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,same_division_inbound_count,1.54969675,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,cross_division_inbound_count,1.79968008,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,cross_conference_inbound_count,1.45312740,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,position_value_delta,0.70638196,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,schedule_strength_index,9.44453970,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,intercept,-0.00079933,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,roster_churn_rate,-0.00002767,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,inbound_move_count,-0.00346012,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,outbound_move_count,0.00199400,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,offense_skill_value_delta,-0.00015642,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,offense_line_value_delta,0.00109848,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,defense_front_value_delta,0.00017863,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,defense_second_level_value_delta,0.00089411,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,defense_secondary_value_delta,-0.00044240,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,special_teams_value_delta,-0.00113705,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,other_value_delta,0.00024043,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,avg_contract_value_per_move,-0.00000000,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,same_division_inbound_count,0.00170010,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,cross_division_inbound_count,0.00189373,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,cross_conference_inbound_count,0.00124852,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,position_value_delta,0.00067578,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,schedule_strength_index,0.06557092,1.0000,32,2026-05-18T15:20:38Z
