outcome_name,feature_name,coefficient,alpha,n_rows,trained_at
win_pct,intercept,0.43230050,1.0000,32,2026-05-15T16:25:25Z
win_pct,roster_churn_rate,-0.00017185,1.0000,32,2026-05-15T16:25:25Z
win_pct,inbound_move_count,-0.00923497,1.0000,32,2026-05-15T16:25:25Z
win_pct,outbound_move_count,0.00012802,1.0000,32,2026-05-15T16:25:25Z
win_pct,offense_skill_value_delta,0.00011120,1.0000,32,2026-05-15T16:25:25Z
win_pct,offense_line_value_delta,0.00289976,1.0000,32,2026-05-15T16:25:25Z
win_pct,defense_front_value_delta,0.00384136,1.0000,32,2026-05-15T16:25:25Z
win_pct,defense_second_level_value_delta,-0.00011415,1.0000,32,2026-05-15T16:25:25Z
win_pct,defense_secondary_value_delta,0.00216615,1.0000,32,2026-05-15T16:25:25Z
win_pct,special_teams_value_delta,-0.00817893,1.0000,32,2026-05-15T16:25:25Z
win_pct,other_value_delta,-0.00072151,1.0000,32,2026-05-15T16:25:25Z
win_pct,avg_contract_value_per_move,0.00000002,1.0000,32,2026-05-15T16:25:25Z
win_pct,same_division_inbound_count,0.01135709,1.0000,32,2026-05-15T16:25:25Z
win_pct,cross_division_inbound_count,0.00719727,1.0000,32,2026-05-15T16:25:25Z
win_pct,cross_conference_inbound_count,0.00522166,1.0000,32,2026-05-15T16:25:25Z
win_pct,position_value_delta,0.00000388,1.0000,32,2026-05-15T16:25:25Z
win_pct,schedule_strength_index,0.36826207,1.0000,32,2026-05-15T16:25:25Z
point_diff_per_game,intercept,9.21844861,1.0000,32,2026-05-15T16:25:25Z
point_diff_per_game,roster_churn_rate,-0.01218572,1.0000,32,2026-05-15T16:25:25Z
point_diff_per_game,inbound_move_count,-0.74147339,1.0000,32,2026-05-15T16:25:25Z
point_diff_per_game,outbound_move_count,0.09551861,1.0000,32,2026-05-15T16:25:25Z
point_diff_per_game,offense_skill_value_delta,-0.23591261,1.0000,32,2026-05-15T16:25:25Z
point_diff_per_game,offense_line_value_delta,-0.00148567,1.0000,32,2026-05-15T16:25:25Z
point_diff_per_game,defense_front_value_delta,-0.31763249,1.0000,32,2026-05-15T16:25:25Z
point_diff_per_game,defense_second_level_value_delta,0.28872020,1.0000,32,2026-05-15T16:25:25Z
point_diff_per_game,defense_secondary_value_delta,0.10222095,1.0000,32,2026-05-15T16:25:25Z
point_diff_per_game,special_teams_value_delta,0.72532058,1.0000,32,2026-05-15T16:25:25Z
point_diff_per_game,other_value_delta,-0.40027211,1.0000,32,2026-05-15T16:25:25Z
point_diff_per_game,avg_contract_value_per_move,0.00000104,1.0000,32,2026-05-15T16:25:25Z
point_diff_per_game,same_division_inbound_count,0.57038445,1.0000,32,2026-05-15T16:25:25Z
point_diff_per_game,cross_division_inbound_count,0.25850325,1.0000,32,2026-05-15T16:25:25Z
point_diff_per_game,cross_conference_inbound_count,0.28113402,1.0000,32,2026-05-15T16:25:25Z
point_diff_per_game,position_value_delta,0.16095886,1.0000,32,2026-05-15T16:25:25Z
point_diff_per_game,schedule_strength_index,8.36244395,1.0000,32,2026-05-15T16:25:25Z
offensive_epa_per_play,intercept,-0.00503860,1.0000,32,2026-05-15T16:25:25Z
offensive_epa_per_play,roster_churn_rate,-0.00005284,1.0000,32,2026-05-15T16:25:25Z
offensive_epa_per_play,inbound_move_count,-0.00276514,1.0000,32,2026-05-15T16:25:25Z
offensive_epa_per_play,outbound_move_count,-0.00003476,1.0000,32,2026-05-15T16:25:25Z
offensive_epa_per_play,offense_skill_value_delta,-0.00000622,1.0000,32,2026-05-15T16:25:25Z
offensive_epa_per_play,offense_line_value_delta,0.00013211,1.0000,32,2026-05-15T16:25:25Z
offensive_epa_per_play,defense_front_value_delta,0.00011308,1.0000,32,2026-05-15T16:25:25Z
offensive_epa_per_play,defense_second_level_value_delta,-0.00016142,1.0000,32,2026-05-15T16:25:25Z
offensive_epa_per_play,defense_secondary_value_delta,0.00014559,1.0000,32,2026-05-15T16:25:25Z
offensive_epa_per_play,special_teams_value_delta,0.00028343,1.0000,32,2026-05-15T16:25:25Z
offensive_epa_per_play,other_value_delta,-0.00044425,1.0000,32,2026-05-15T16:25:25Z
offensive_epa_per_play,avg_contract_value_per_move,0.00000000,1.0000,32,2026-05-15T16:25:25Z
offensive_epa_per_play,same_division_inbound_count,0.00299350,1.0000,32,2026-05-15T16:25:25Z
offensive_epa_per_play,cross_division_inbound_count,0.00254619,1.0000,32,2026-05-15T16:25:25Z
offensive_epa_per_play,cross_conference_inbound_count,0.00236128,1.0000,32,2026-05-15T16:25:25Z
offensive_epa_per_play,position_value_delta,0.00006232,1.0000,32,2026-05-15T16:25:25Z
offensive_epa_per_play,schedule_strength_index,0.06113689,1.0000,32,2026-05-15T16:25:25Z
