"team_id","nfl_season","nfl_week","games_played","wins","losses","ties","win_pct","point_diff_per_game","offensive_epa_per_play","aggregated_at"
"ARI","2018","1","13","3","10","0","0.2308","-10.9231","-0.0403","2026-05-18T15:18:15Z"
"ATL","2018","1","16","7","9","0","0.4375","-0.5625","-0.0003","2026-05-18T15:18:15Z"
"BAL","2018","1","15","9","6","0","0.6000","5.6667","0.0197","2026-05-18T15:18:15Z"
"BUF","2018","1","16","6","10","0","0.3750","-6.5625","-0.0103","2026-05-18T15:18:15Z"
"CAR","2018","1","16","7","9","0","0.4375","-0.3750","-0.0003","2026-05-18T15:18:15Z"
"CHI","2018","1","15","11","4","0","0.7333","8.6000","0.0397","2026-05-18T15:18:15Z"
"CIN","2018","1","15","5","10","0","0.3333","-6.7333","-0.0203","2026-05-18T15:18:15Z"
"CLE","2018","1","15","7","7","1","0.5000","-2.0000","0.0047","2026-05-18T15:18:15Z"
"DAL","2018","1","16","10","6","0","0.6250","0.9375","0.0297","2026-05-18T15:18:15Z"
"DEN","2018","1","13","5","8","0","0.3846","-0.3846","-0.0203","2026-05-18T15:18:15Z"
"DET","2018","1","15","6","9","0","0.4000","-1.4667","-0.0103","2026-05-18T15:18:15Z"
"GB","2018","1","15","6","8","1","0.4333","-1.4667","-0.0053","2026-05-18T15:18:15Z"
"HOU","2018","1","16","11","5","0","0.6875","5.3750","0.0397","2026-05-18T15:18:15Z"
"IND","2018","1","15","9","6","0","0.6000","5.0000","0.0197","2026-05-18T15:18:15Z"
"JAX","2018","1","16","5","11","0","0.3125","-4.4375","-0.0203","2026-05-18T15:18:15Z"
"KC","2018","1","13","10","3","0","0.7692","8.3077","0.0297","2026-05-18T15:18:15Z"
"LAC","2018","1","13","10","3","0","0.7692","6.2308","0.0297","2026-05-18T15:18:15Z"
"LAR","2018","1","0","0","0","0","0.0000","0.0000","-0.0703","2026-05-18T15:18:15Z"
"LV","2018","1","0","0","0","0","0.0000","0.0000","-0.0703","2026-05-18T15:18:15Z"
"MIA","2018","1","15","6","9","0","0.4000","-8.1333","-0.0103","2026-05-18T15:18:15Z"
"MIN","2018","1","15","8","6","1","0.5667","1.7333","0.0147","2026-05-18T15:18:15Z"
"NE","2018","1","16","11","5","0","0.6875","6.9375","0.0397","2026-05-18T15:18:15Z"
"NO","2018","1","15","12","3","0","0.8000","9.4000","0.0497","2026-05-18T15:18:15Z"
"NYG","2018","1","16","5","11","0","0.3125","-2.6875","-0.0203","2026-05-18T15:18:15Z"
"NYJ","2018","1","16","4","12","0","0.2500","-6.7500","-0.0303","2026-05-18T15:18:15Z"
"PHI","2018","1","15","8","7","0","0.5333","0.8000","0.0097","2026-05-18T15:18:15Z"
"PIT","2018","1","15","9","5","1","0.6333","4.7333","0.0247","2026-05-18T15:18:15Z"
"SEA","2018","1","13","9","4","0","0.6923","4.9231","0.0197","2026-05-18T15:18:15Z"
"SF","2018","1","13","3","10","0","0.2308","-6.0769","-0.0403","2026-05-18T15:18:15Z"
"TB","2018","1","16","5","11","0","0.3125","-4.2500","-0.0203","2026-05-18T15:18:15Z"
"TEN","2018","1","16","9","7","0","0.5625","0.4375","0.0197","2026-05-18T15:18:15Z"
"WAS","2018","1","16","7","9","0","0.4375","-4.8750","-0.0003","2026-05-18T15:18:15Z"
