"team_id","nfl_season","nfl_week","games_played","wins","losses","ties","win_pct","point_diff_per_game","offensive_epa_per_play","aggregated_at"
"ARI","2025","1","15","3","12","0","0.2000","-5.8667","-0.0497","2026-05-18T15:18:41Z"
"ATL","2025","1","16","7","9","0","0.4375","-3.1875","-0.0097","2026-05-18T15:18:41Z"
"BAL","2025","1","16","8","8","0","0.5000","2.5000","0.0003","2026-05-18T15:18:41Z"
"BUF","2025","1","17","12","5","0","0.7059","6.8235","0.0403","2026-05-18T15:18:41Z"
"CAR","2025","1","16","7","9","0","0.4375","-4.5000","-0.0097","2026-05-18T15:18:41Z"
"CHI","2025","1","17","11","6","0","0.6471","1.5294","0.0303","2026-05-18T15:18:41Z"
"CIN","2025","1","17","6","11","0","0.3529","-4.5882","-0.0197","2026-05-18T15:18:41Z"
"CLE","2025","1","17","5","12","0","0.2941","-5.8824","-0.0297","2026-05-18T15:18:41Z"
"DAL","2025","1","17","7","9","1","0.4412","-2.3529","-0.0047","2026-05-18T15:18:41Z"
"DEN","2025","1","17","14","3","0","0.8235","5.2941","0.0603","2026-05-18T15:18:41Z"
"DET","2025","1","16","9","7","0","0.5625","4.6875","0.0103","2026-05-18T15:18:41Z"
"GB","2025","1","17","9","7","1","0.5588","1.8235","0.0153","2026-05-18T15:18:41Z"
"HOU","2025","1","16","12","4","0","0.7500","7.1250","0.0403","2026-05-18T15:18:41Z"
"IND","2025","1","16","8","8","0","0.5000","3.8125","0.0003","2026-05-18T15:18:41Z"
"JAX","2025","1","16","13","3","0","0.8125","10.3750","0.0503","2026-05-18T15:18:41Z"
"KC","2025","1","17","6","11","0","0.3529","2.0000","-0.0197","2026-05-18T15:18:41Z"
"LAC","2025","1","17","11","6","0","0.6471","1.6471","0.0303","2026-05-18T15:18:41Z"
"LAR","2025","1","0","0","0","0","0.0000","0.0000","-0.0797","2026-05-18T15:18:41Z"
"LV","2025","1","17","3","14","0","0.1765","-11.2353","-0.0497","2026-05-18T15:18:41Z"
"MIA","2025","1","17","7","10","0","0.4118","-4.5294","-0.0097","2026-05-18T15:18:41Z"
"MIN","2025","1","17","9","8","0","0.5294","0.6471","0.0103","2026-05-18T15:18:41Z"
"NE","2025","1","17","14","3","0","0.8235","10.0000","0.0603","2026-05-18T15:18:41Z"
"NO","2025","1","16","6","10","0","0.3750","-3.3125","-0.0197","2026-05-18T15:18:41Z"
"NYG","2025","1","17","4","13","0","0.2353","-3.4118","-0.0397","2026-05-18T15:18:41Z"
"NYJ","2025","1","17","3","14","0","0.1765","-11.9412","-0.0497","2026-05-18T15:18:41Z"
"PHI","2025","1","16","10","6","0","0.6250","2.9375","0.0203","2026-05-18T15:18:41Z"
"PIT","2025","1","17","10","7","0","0.5882","0.5882","0.0203","2026-05-18T15:18:41Z"
"SEA","2025","1","15","13","2","0","0.8667","12.8000","0.0503","2026-05-18T15:18:41Z"
"SF","2025","1","15","11","4","0","0.7333","5.2667","0.0303","2026-05-18T15:18:41Z"
"TB","2025","1","16","8","8","0","0.5000","-0.2500","0.0003","2026-05-18T15:18:41Z"
"TEN","2025","1","16","3","13","0","0.1875","-11.2500","-0.0497","2026-05-18T15:18:41Z"
"WAS","2025","1","17","5","12","0","0.2941","-5.5882","-0.0297","2026-05-18T15:18:41Z"
