outcome_name,feature_name,coefficient,alpha,n_rows,trained_at
win_pct,intercept,0.39531399,1.0000,32,2026-05-18T15:20:35Z
win_pct,roster_churn_rate,-0.00000848,1.0000,32,2026-05-18T15:20:35Z
win_pct,inbound_move_count,0.01006501,1.0000,32,2026-05-18T15:20:35Z
win_pct,outbound_move_count,-0.01051756,1.0000,32,2026-05-18T15:20:35Z
win_pct,offense_skill_value_delta,-0.00230588,1.0000,32,2026-05-18T15:20:35Z
win_pct,offense_line_value_delta,0.00066825,1.0000,32,2026-05-18T15:20:35Z
win_pct,defense_front_value_delta,-0.00121633,1.0000,32,2026-05-18T15:20:35Z
win_pct,defense_second_level_value_delta,0.00005136,1.0000,32,2026-05-18T15:20:35Z
win_pct,defense_secondary_value_delta,-0.00182202,1.0000,32,2026-05-18T15:20:35Z
win_pct,special_teams_value_delta,0.00876902,1.0000,32,2026-05-18T15:20:35Z
win_pct,other_value_delta,-0.00643838,1.0000,32,2026-05-18T15:20:35Z
win_pct,avg_contract_value_per_move,0.00000001,1.0000,32,2026-05-18T15:20:35Z
win_pct,same_division_inbound_count,-0.00741707,1.0000,32,2026-05-18T15:20:35Z
win_pct,cross_division_inbound_count,0.00349644,1.0000,32,2026-05-18T15:20:35Z
win_pct,cross_conference_inbound_count,0.00419748,1.0000,32,2026-05-18T15:20:35Z
win_pct,position_value_delta,-0.00229399,1.0000,32,2026-05-18T15:20:35Z
win_pct,schedule_strength_index,0.36759906,1.0000,32,2026-05-18T15:20:35Z
point_diff_per_game,intercept,6.36757093,1.0000,32,2026-05-18T15:20:35Z
point_diff_per_game,roster_churn_rate,0.01240284,1.0000,32,2026-05-18T15:20:35Z
point_diff_per_game,inbound_move_count,1.02517425,1.0000,32,2026-05-18T15:20:35Z
point_diff_per_game,outbound_move_count,-0.36761944,1.0000,32,2026-05-18T15:20:35Z
point_diff_per_game,offense_skill_value_delta,-0.17200835,1.0000,32,2026-05-18T15:20:35Z
point_diff_per_game,offense_line_value_delta,0.02942172,1.0000,32,2026-05-18T15:20:35Z
point_diff_per_game,defense_front_value_delta,-0.44392507,1.0000,32,2026-05-18T15:20:35Z
point_diff_per_game,defense_second_level_value_delta,-0.92797180,1.0000,32,2026-05-18T15:20:35Z
point_diff_per_game,defense_secondary_value_delta,-0.21043283,1.0000,32,2026-05-18T15:20:35Z
point_diff_per_game,special_teams_value_delta,3.15161965,1.0000,32,2026-05-18T15:20:35Z
point_diff_per_game,other_value_delta,-1.26773177,1.0000,32,2026-05-18T15:20:35Z
point_diff_per_game,avg_contract_value_per_move,-0.00000137,1.0000,32,2026-05-18T15:20:35Z
point_diff_per_game,same_division_inbound_count,-0.89323417,1.0000,32,2026-05-18T15:20:35Z
point_diff_per_game,cross_division_inbound_count,-1.19534190,1.0000,32,2026-05-18T15:20:35Z
point_diff_per_game,cross_conference_inbound_count,-0.56021106,1.0000,32,2026-05-18T15:20:35Z
point_diff_per_game,position_value_delta,0.15897156,1.0000,32,2026-05-18T15:20:35Z
point_diff_per_game,schedule_strength_index,8.52111665,1.0000,32,2026-05-18T15:20:35Z
offensive_epa_per_play,intercept,-0.01341654,1.0000,32,2026-05-18T15:20:35Z
offensive_epa_per_play,roster_churn_rate,0.00000535,1.0000,32,2026-05-18T15:20:35Z
offensive_epa_per_play,inbound_move_count,0.00183452,1.0000,32,2026-05-18T15:20:35Z
offensive_epa_per_play,outbound_move_count,-0.00155140,1.0000,32,2026-05-18T15:20:35Z
offensive_epa_per_play,offense_skill_value_delta,-0.00040650,1.0000,32,2026-05-18T15:20:35Z
offensive_epa_per_play,offense_line_value_delta,0.00051769,1.0000,32,2026-05-18T15:20:35Z
offensive_epa_per_play,defense_front_value_delta,-0.00021112,1.0000,32,2026-05-18T15:20:35Z
offensive_epa_per_play,defense_second_level_value_delta,0.00014661,1.0000,32,2026-05-18T15:20:35Z
offensive_epa_per_play,defense_secondary_value_delta,-0.00025616,1.0000,32,2026-05-18T15:20:35Z
offensive_epa_per_play,special_teams_value_delta,0.00069270,1.0000,32,2026-05-18T15:20:35Z
offensive_epa_per_play,other_value_delta,-0.00094798,1.0000,32,2026-05-18T15:20:35Z
offensive_epa_per_play,avg_contract_value_per_move,0.00000000,1.0000,32,2026-05-18T15:20:35Z
offensive_epa_per_play,same_division_inbound_count,-0.00012091,1.0000,32,2026-05-18T15:20:35Z
offensive_epa_per_play,cross_division_inbound_count,0.00007217,1.0000,32,2026-05-18T15:20:35Z
offensive_epa_per_play,cross_conference_inbound_count,0.00037324,1.0000,32,2026-05-18T15:20:35Z
offensive_epa_per_play,position_value_delta,-0.00046475,1.0000,32,2026-05-18T15:20:35Z
offensive_epa_per_play,schedule_strength_index,0.05400010,1.0000,32,2026-05-18T15:20:35Z
